Timestamp,AsOf,Location,Permits,Spots_Available,Vacancy_Enabled
2026-08-21 17:16:01,22/08/2026 03:14:17 AM,Southern,Blue,1251,False
2026-08-21 17:16:01,22/08/2026 03:14:17 AM,Southern,Red,793,False
2026-08-21 17:16:01,22/08/2026 03:14:17 AM,Southern,Yellow,0,False
2026-08-21 17:16:01,22/08/2026 03:14:17 AM,Southern,Green,0,False
2026-08-21 17:16:01,22/08/2026 03:14:17 AM,Southern,None,0,False
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,10 Research Way (N1) Gnd,Orange,23,True
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,10 Research Way (N1) Gnd,Red,247,True
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,10 Research Way (N1) Gnd,Yellow,16,True
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,10 Research Way (N1) Gnd,Green,5,True
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,10 Research Way (N1) Gnd,Visitor,215,True
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,2 Innovation Walk (N1) L1-6,Blue,2798,True
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,2 Innovation Walk (N1) L1,Red,296,True
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,3 Alliance Lane (W1),Blue,206,True
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,30 Ancora Imparo Way (S1),Yellow / Green / Orange,0,True
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,20 Ancora Imparo Way (S2) P1-P4,Red,793,True
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,20 Ancora Imparo Way (S2) P1,Green,147,True
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,52 Scenic Blvd (SE1),Red / Orange,359,True
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,54 Scenic Blvd (SE2),Blue,71,True
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,64 Scenic Blvd (SE3),Visitor,321,True
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,60 Scenic Blvd (SE4),Blue,879,True
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,62 Scenic Blvd (SE5),Blue,303,True
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,133 Wellington Rd (OC1),Visitor,0,False
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,"N1 - L2, 2 Innovation Walk",Blue,635,False
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,"N1 - L3, 2 Innovation Walk",Blue,646,False
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,"N1 - L4, 2 Innovation Walk",Blue,641,False
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,"N1 - L5, 2 Innovation Walk",Blue,641,False
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,"Sth East 4 L1 (SE4), 60 Scenic Blvd",Blue,261,False
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,"Sth East 4 L2 (SE4), 60 Scenic Blvd",Blue,316,False
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,Northern,Blue,2798,False
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,Northern,Red,543,False
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,Northern,Yellow,16,False
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,Northern,Green,5,False
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,Northern,Blue,206,False
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,Southern,Visitor,321,False
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,Southern,Blue,1253,False
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,Southern,Red,793,False
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,Southern,Yellow,0,False
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,Southern,Green,0,False
2026-08-21 17:47:11,22/08/2026 03:46:21 AM,Southern,None,0,False
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,10 Research Way (N1) Gnd,Orange,23,True
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,10 Research Way (N1) Gnd,Red,247,True
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,10 Research Way (N1) Gnd,Yellow,16,True
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,10 Research Way (N1) Gnd,Green,5,True
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,10 Research Way (N1) Gnd,Visitor,215,True
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,2 Innovation Walk (N1) L1-6,Blue,2798,True
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,2 Innovation Walk (N1) L1,Red,296,True
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,3 Alliance Lane (W1),Blue,206,True
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,30 Ancora Imparo Way (S1),Yellow / Green / Orange,0,True
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,20 Ancora Imparo Way (S2) P1-P4,Red,793,True
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,20 Ancora Imparo Way (S2) P1,Green,147,True
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,52 Scenic Blvd (SE1),Red / Orange,359,True
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,54 Scenic Blvd (SE2),Blue,71,True
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,64 Scenic Blvd (SE3),Visitor,321,True
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,60 Scenic Blvd (SE4),Blue,879,True
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,62 Scenic Blvd (SE5),Blue,303,True
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,133 Wellington Rd (OC1),Visitor,0,False
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,"N1 - L2, 2 Innovation Walk",Blue,635,False
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,"N1 - L3, 2 Innovation Walk",Blue,646,False
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,"N1 - L4, 2 Innovation Walk",Blue,641,False
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,"N1 - L5, 2 Innovation Walk",Blue,641,False
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,"Sth East 4 L1 (SE4), 60 Scenic Blvd",Blue,261,False
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,"Sth East 4 L2 (SE4), 60 Scenic Blvd",Blue,316,False
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,Northern,Blue,2798,False
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,Northern,Red,543,False
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,Northern,Yellow,16,False
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,Northern,Green,5,False
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,Northern,Blue,206,False
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,Southern,Visitor,321,False
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,Southern,Blue,1253,False
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,Southern,Red,793,False
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,Southern,Yellow,0,False
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,Southern,Green,0,False
2026-08-21 18:13:54,22/08/2026 04:12:20 AM,Southern,None,0,False
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,10 Research Way (N1) Gnd,Orange,23,True
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,10 Research Way (N1) Gnd,Red,247,True
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,10 Research Way (N1) Gnd,Yellow,16,True
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,10 Research Way (N1) Gnd,Green,5,True
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,10 Research Way (N1) Gnd,Visitor,216,True
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,2 Innovation Walk (N1) L1-6,Blue,2798,True
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,2 Innovation Walk (N1) L1,Red,296,True
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,3 Alliance Lane (W1),Blue,206,True
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,30 Ancora Imparo Way (S1),Yellow / Green / Orange,0,True
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,20 Ancora Imparo Way (S2) P1-P4,Red,793,True
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,20 Ancora Imparo Way (S2) P1,Green,147,True
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,52 Scenic Blvd (SE1),Red / Orange,359,True
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,54 Scenic Blvd (SE2),Blue,70,True
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,64 Scenic Blvd (SE3),Visitor,321,True
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,60 Scenic Blvd (SE4),Blue,878,True
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,62 Scenic Blvd (SE5),Blue,303,True
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,133 Wellington Rd (OC1),Visitor,0,False
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,"N1 - L2, 2 Innovation Walk",Blue,635,False
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,"N1 - L3, 2 Innovation Walk",Blue,646,False
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,"N1 - L4, 2 Innovation Walk",Blue,641,False
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,"N1 - L5, 2 Innovation Walk",Blue,641,False
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,"Sth East 4 L1 (SE4), 60 Scenic Blvd",Blue,261,False
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,"Sth East 4 L2 (SE4), 60 Scenic Blvd",Blue,316,False
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,Northern,Blue,2798,False
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,Northern,Red,543,False
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,Northern,Yellow,16,False
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,Northern,Green,5,False
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,Northern,Blue,206,False
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,Southern,Visitor,321,False
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,Southern,Blue,1251,False
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,Southern,Red,793,False
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,Southern,Yellow,0,False
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,Southern,Green,0,False
2026-08-21 18:56:04,22/08/2026 04:54:16 AM,Southern,None,0,False
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,10 Research Way (N1) Gnd,Orange,23,True
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,10 Research Way (N1) Gnd,Red,247,True
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,10 Research Way (N1) Gnd,Yellow,16,True
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,10 Research Way (N1) Gnd,Green,5,True
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,10 Research Way (N1) Gnd,Visitor,216,True
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,2 Innovation Walk (N1) L1-6,Blue,2797,True
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,2 Innovation Walk (N1) L1,Red,296,True
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,3 Alliance Lane (W1),Blue,206,True
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,30 Ancora Imparo Way (S1),Yellow / Green / Orange,0,True
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,20 Ancora Imparo Way (S2) P1-P4,Red,793,True
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,20 Ancora Imparo Way (S2) P1,Green,147,True
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,52 Scenic Blvd (SE1),Red / Orange,359,True
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,54 Scenic Blvd (SE2),Blue,70,True
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,64 Scenic Blvd (SE3),Visitor,320,True
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,60 Scenic Blvd (SE4),Blue,878,True
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,62 Scenic Blvd (SE5),Blue,303,True
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,133 Wellington Rd (OC1),Visitor,0,False
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,"N1 - L2, 2 Innovation Walk",Blue,635,False
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,"N1 - L3, 2 Innovation Walk",Blue,646,False
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,"N1 - L4, 2 Innovation Walk",Blue,640,False
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,"N1 - L5, 2 Innovation Walk",Blue,640,False
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,"Sth East 4 L1 (SE4), 60 Scenic Blvd",Blue,261,False
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,"Sth East 4 L2 (SE4), 60 Scenic Blvd",Blue,316,False
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,Northern,Blue,2797,False
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,Northern,Red,543,False
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,Northern,Yellow,16,False
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,Northern,Green,5,False
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,Northern,Blue,206,False
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,Southern,Visitor,320,False
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,Southern,Blue,1251,False
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,Southern,Red,793,False
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,Southern,Yellow,0,False
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,Southern,Green,0,False
2026-08-21 19:19:38,22/08/2026 05:18:15 AM,Southern,None,0,False
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,10 Research Way (N1) Gnd,Orange,23,True
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,10 Research Way (N1) Gnd,Red,247,True
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,10 Research Way (N1) Gnd,Yellow,16,True
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,10 Research Way (N1) Gnd,Green,5,True
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,10 Research Way (N1) Gnd,Visitor,216,True
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,2 Innovation Walk (N1) L1-6,Blue,2798,True
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,2 Innovation Walk (N1) L1,Red,296,True
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,3 Alliance Lane (W1),Blue,207,True
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,30 Ancora Imparo Way (S1),Yellow / Green / Orange,0,True
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,20 Ancora Imparo Way (S2) P1-P4,Red,792,True
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,20 Ancora Imparo Way (S2) P1,Green,147,True
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,52 Scenic Blvd (SE1),Red / Orange,359,True
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,54 Scenic Blvd (SE2),Blue,70,True
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,64 Scenic Blvd (SE3),Visitor,320,True
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,60 Scenic Blvd (SE4),Blue,877,True
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,62 Scenic Blvd (SE5),Blue,303,True
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,133 Wellington Rd (OC1),Visitor,0,False
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,"N1 - L2, 2 Innovation Walk",Blue,635,False
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,"N1 - L3, 2 Innovation Walk",Blue,646,False
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,"N1 - L4, 2 Innovation Walk",Blue,641,False
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,"N1 - L5, 2 Innovation Walk",Blue,641,False
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,"Sth East 4 L1 (SE4), 60 Scenic Blvd",Blue,260,False
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,"Sth East 4 L2 (SE4), 60 Scenic Blvd",Blue,316,False
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,Northern,Blue,2798,False
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,Northern,Red,543,False
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,Northern,Yellow,16,False
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,Northern,Green,5,False
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,Northern,Blue,207,False
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,Southern,Visitor,320,False
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,Southern,Blue,1250,False
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,Southern,Red,792,False
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,Southern,Yellow,0,False
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,Southern,Green,0,False
2026-08-21 19:42:22,22/08/2026 05:42:15 AM,Southern,None,0,False
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,10 Research Way (N1) Gnd,Orange,23,True
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,10 Research Way (N1) Gnd,Red,247,True
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,10 Research Way (N1) Gnd,Yellow,16,True
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,10 Research Way (N1) Gnd,Green,5,True
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,10 Research Way (N1) Gnd,Visitor,216,True
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,2 Innovation Walk (N1) L1-6,Blue,2798,True
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,2 Innovation Walk (N1) L1,Red,296,True
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,3 Alliance Lane (W1),Blue,207,True
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,30 Ancora Imparo Way (S1),Yellow / Green / Orange,0,True
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,20 Ancora Imparo Way (S2) P1-P4,Red,791,True
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,20 Ancora Imparo Way (S2) P1,Green,146,True
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,52 Scenic Blvd (SE1),Red / Orange,359,True
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,54 Scenic Blvd (SE2),Blue,71,True
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,64 Scenic Blvd (SE3),Visitor,320,True
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,60 Scenic Blvd (SE4),Blue,877,True
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,62 Scenic Blvd (SE5),Blue,303,True
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,133 Wellington Rd (OC1),Visitor,0,False
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,"N1 - L2, 2 Innovation Walk",Blue,635,False
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,"N1 - L3, 2 Innovation Walk",Blue,646,False
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,"N1 - L4, 2 Innovation Walk",Blue,641,False
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,"N1 - L5, 2 Innovation Walk",Blue,641,False
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,"Sth East 4 L1 (SE4), 60 Scenic Blvd",Blue,260,False
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,"Sth East 4 L2 (SE4), 60 Scenic Blvd",Blue,316,False
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,Northern,Blue,2798,False
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,Northern,Red,543,False
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,Northern,Yellow,16,False
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,Northern,Green,5,False
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,Northern,Blue,207,False
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,Southern,Visitor,320,False
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,Southern,Blue,1251,False
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,Southern,Red,791,False
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,Southern,Yellow,0,False
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,Southern,Green,0,False
2026-08-21 19:56:42,22/08/2026 05:56:15 AM,Southern,None,0,False
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,10 Research Way (N1) Gnd,Orange,23,True
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,10 Research Way (N1) Gnd,Red,247,True
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,10 Research Way (N1) Gnd,Yellow,16,True
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,10 Research Way (N1) Gnd,Green,5,True
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,10 Research Way (N1) Gnd,Visitor,216,True
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,2 Innovation Walk (N1) L1-6,Blue,2798,True
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,2 Innovation Walk (N1) L1,Red,296,True
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,3 Alliance Lane (W1),Blue,207,True
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,30 Ancora Imparo Way (S1),Yellow / Green / Orange,0,True
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,20 Ancora Imparo Way (S2) P1-P4,Red,793,True
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,20 Ancora Imparo Way (S2) P1,Green,147,True
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,52 Scenic Blvd (SE1),Red / Orange,359,True
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,54 Scenic Blvd (SE2),Blue,69,True
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,64 Scenic Blvd (SE3),Visitor,319,True
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,60 Scenic Blvd (SE4),Blue,878,True
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,62 Scenic Blvd (SE5),Blue,303,True
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,133 Wellington Rd (OC1),Visitor,0,False
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,"N1 - L2, 2 Innovation Walk",Blue,635,False
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,"N1 - L3, 2 Innovation Walk",Blue,646,False
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,"N1 - L4, 2 Innovation Walk",Blue,641,False
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,"N1 - L5, 2 Innovation Walk",Blue,641,False
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,"Sth East 4 L1 (SE4), 60 Scenic Blvd",Blue,261,False
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,"Sth East 4 L2 (SE4), 60 Scenic Blvd",Blue,316,False
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,Northern,Blue,2798,False
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,Northern,Red,543,False
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,Northern,Yellow,16,False
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,Northern,Green,5,False
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,Northern,Blue,207,False
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,Southern,Visitor,319,False
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,Southern,Blue,1250,False
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,Southern,Red,793,False
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,Southern,Yellow,0,False
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,Southern,Green,0,False
2026-08-21 20:18:01,22/08/2026 06:16:17 AM,Southern,None,0,False
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,10 Research Way (N1) Gnd,Orange,23,True
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,10 Research Way (N1) Gnd,Red,247,True
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,10 Research Way (N1) Gnd,Yellow,16,True
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,10 Research Way (N1) Gnd,Green,5,True
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,10 Research Way (N1) Gnd,Visitor,216,True
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,2 Innovation Walk (N1) L1-6,Blue,2797,True
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,2 Innovation Walk (N1) L1,Red,296,True
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,3 Alliance Lane (W1),Blue,207,True
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,30 Ancora Imparo Way (S1),Yellow / Green / Orange,0,True
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,20 Ancora Imparo Way (S2) P1-P4,Red,793,True
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,20 Ancora Imparo Way (S2) P1,Green,147,True
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,52 Scenic Blvd (SE1),Red / Orange,358,True
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,54 Scenic Blvd (SE2),Blue,68,True
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,64 Scenic Blvd (SE3),Visitor,319,True
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,60 Scenic Blvd (SE4),Blue,879,True
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,62 Scenic Blvd (SE5),Blue,303,True
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,133 Wellington Rd (OC1),Visitor,0,False
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,"N1 - L2, 2 Innovation Walk",Blue,635,False
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,"N1 - L3, 2 Innovation Walk",Blue,646,False
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,"N1 - L4, 2 Innovation Walk",Blue,641,False
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,"N1 - L5, 2 Innovation Walk",Blue,641,False
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,"Sth East 4 L1 (SE4), 60 Scenic Blvd",Blue,262,False
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,"Sth East 4 L2 (SE4), 60 Scenic Blvd",Blue,316,False
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,Northern,Blue,2797,False
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,Northern,Red,543,False
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,Northern,Yellow,16,False
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,Northern,Green,5,False
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,Northern,Blue,207,False
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,Southern,Visitor,319,False
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,Southern,Blue,1250,False
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,Southern,Red,793,False
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,Southern,Yellow,0,False
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,Southern,Green,0,False
2026-08-21 20:43:36,22/08/2026 06:42:18 AM,Southern,None,0,False
2026-08-21 21:00:14,22/08/2026 06:58:15 AM,10 Research Way (N1) Gnd,Orange,23,True
